Rank,Artist,Song,Popularity,URL
9,Vangelis,Memories of Green,50,https://open.spotify.com/track/0rHCW5eZ35QmQNVYyozAnZ
10,Vangelis,Chariots Of Fire,43,https://open.spotify.com/track/3zmXCcrMKpGho2sTRZG1Ux
1,Thelonious Monk,'Round Midnight,57,https://open.spotify.com/track/1wl5b2lw3YagQtZiYZbQWP
2,Thelonious Monk,I'm Confessin' (That I Love You),53,https://open.spotify.com/track/6kLp24Op7cOu8iQkU46sBv
3,Thelonious Monk,Monk's Dream - Take 8,51,https://open.spotify.com/track/0488kXJ1YnLMrrM1ssJnev
4,Thelonious Monk,"Straight, No Chaser",51,https://open.spotify.com/track/6YYu8qFzcY1ZyzzsJIQM12
5,Thelonious Monk,"Ruby, My Dear",49,https://open.spotify.com/track/1BMirA3vwj2NLamWkJsVYq
6,Thelonious Monk,Locomotive,46,https://open.spotify.com/track/4jsgnWWPKM45CHfju35xqL
7,Thelonious Monk,Bye-Ya,40,https://open.spotify.com/track/2Yf1jA0HWjPhGMNu3wd1bU
8,Thelonious Monk,Body and Soul,44,https://open.spotify.com/track/7IAFc5iQti2tzob7Uo7N1Y
9,Thelonious Monk,Stuffy Turkey,43,https://open.spotify.com/track/3uhMIRBwvsXAfVGrLqdGJs
10,Thelonious Monk,Eronel,42,https://open.spotify.com/track/67tnJf77mVKMIOVcR1SQ2F
1,Blue Cheer,Summertime Blues,35,https://open.spotify.com/track/7J8A3XOuGFnGheoSsHUXC8
2,Blue Cheer,Good Times Are So Hard To Find,21,https://open.spotify.com/track/1RCaB8ZclzAsuw9jRi0SIx
3,Blue Cheer,Peace Of Mind,25,https://open.spotify.com/track/1qysSMZfHDeptbAgwnjGsp
4,Blue Cheer,Sun Cycle,23,https://open.spotify.com/track/3TWrkH6F7M6RSkAJ8HOZ2Q
5,Blue Cheer,"Hello L.A., Bye-Bye Birmingham",22,https://open.spotify.com/track/6KNrLyXyg5jl515gssiaVq
6,Blue Cheer,Rock Me Baby,21,https://open.spotify.com/track/1K183dBxdhpZmT1qDdJcB4
7,Blue Cheer,Out Of Focus,21,https://open.spotify.com/track/2pEYAXHH39zg14rDRrGEd0
8,Blue Cheer,Pilot,20,https://open.spotify.com/track/6bcvvbIU2BWqdY5WmCYlaR
9,Blue Cheer,Doctor Please,19,https://open.spotify.com/track/3ux3alP0EwfQaU1L4DPD2b
10,Blue Cheer,Blue Steel Dues,19,https://open.spotify.com/track/6MZNwq1ulWyiYXL9RAZSus
1,Badfinger,Baby Blue - Remastered 2010,59,https://open.spotify.com/track/6S3JlDAGk3uu3NtZbPnuhS
2,Badfinger,No Matter What - Remastered 2010,57,https://open.spotify.com/track/0zK545STj6P7qbFSpCK9pp
3,Badfinger,Dear Angie - Remastered 2010,54,https://open.spotify.com/track/54qG9hpUjLgkgTJQ9qvB1P
4,Badfinger,Day After Day - Remastered 2010,53,https://open.spotify.com/track/2XKW8CH8nRZH9cF2DNjBHN
5,Badfinger,Come And Get It - Remastered 2010,47,https://open.spotify.com/track/0wb21I1NV5uVUolRXIqlJF
6,Badfinger,Without You - Remastered 2010,45,https://open.spotify.com/track/1VrIr1toXX6bOSdotodB71
7,Badfinger,Believe Me - Remastered 2010,37,https://open.spotify.com/track/0JqDfzUZZi86BoZnx1MPQv
8,Badfinger,Crimson Ship - Remastered 2010,37,https://open.spotify.com/track/1mJ0GZMe7woLYP4P8RYHbw
9,Badfinger,I Don't Mind - Remastered 2010,32,https://open.spotify.com/track/4OlDxRqGsnKKkXp7v12qmj
10,Badfinger,I'd Die Babe - Remastered 2010,31,https://open.spotify.com/track/5CmGnAY7I7Ggj303HZBbkX
1,Hoyt Axton,Oh I'm A Good Old Rebel,40,https://open.spotify.com/track/22WpTfGxNHK5fdBTbFKjvV
2,Hoyt Axton,Boney Fingers - Live,33,https://open.spotify.com/track/1C7rzvQuMcsayKLJlnQaN8
3,Hoyt Axton,Yellow Rose of Texas,33,https://open.spotify.com/track/64YFOaZejvOzMYq6scwFzI
4,Hoyt Axton,Greenback Dollar,23,https://open.spotify.com/track/0vdnKpZzzfoahqNSewOEem
5,Hoyt Axton,Cocaine,22,https://open.spotify.com/track/4d4ynVxxtusjNTGdk5rOOs
6,Hoyt Axton,Five Hundred Miles,17,https://open.spotify.com/track/4bEj6r21wkj9M7X9NLYjtS
7,Hoyt Axton,Evangelina,16,https://open.spotify.com/track/0oFAfCurHhjI0ncZrSr246
8,Hoyt Axton,Thunder 'N Lightnin',16,https://open.spotify.com/track/5MtylqvdgO7nRMQwVj7ZLl
9,Hoyt Axton,Snowblind Friend,15,https://open.spotify.com/track/5LZUT8numf9YrQKmlWE8x4
10,Hoyt Axton,On the Natural,14,https://open.spotify.com/track/19HgpS2u43Muofd5JWsz5J
1,Richie Havens,Here Comes The Sun,58,https://open.spotify.com/track/0hhzJEusz6r7f0eL1Uc8kw
2,Richie Havens,Number One (feat. Richie Havens & Son Little),48,https://open.spotify.com/track/2YSgnpegXNXgk8UxgG8znT
3,Richie Havens,Going Back to My Roots,45,https://open.spotify.com/track/6PFsub5iIJwrBb8qBRqmiV
4,Richie Havens,Freedom,42,https://open.spotify.com/track/1lJBRKkB6eIL98dv1c1PCC
5,Richie Havens,Strawberry Fields Forever,39,https://open.spotify.com/track/37HFYXBM6Hb2EcoOXVMqy7
6,Richie Havens,Follow,38,https://open.spotify.com/track/3N84ShphyqroDpTsKCXXaM
7,Richie Havens,With a Little Help from My Friends,33,https://open.spotify.com/track/2sfqqXVodMi9WFn5zokQO8
8,Richie Havens,I Can't Make It Anymore,32,https://open.spotify.com/track/6MK4PKsX5GIrJfO2joUb5O
9,Richie Havens,High Flyin' Bird,32,https://open.spotify.com/track/3PGx2yv7bJtaiOvmh1aSbk
10,Richie Havens,Handsome Johnny,31,https://open.spotify.com/track/1oPgqDhCGchwpwyW32icMx
1,Janet Jackson,Together Again,67,https://open.spotify.com/track/1GrikfH0jDejDvrxo84n4P
2,Janet Jackson,That's The Way Love Goes,64,https://open.spotify.com/track/29rQJydAlO0uMyWvRIZxQg
3,Janet Jackson,Got 'Til It's Gone,63,https://open.spotify.com/track/6jUyYHDikmw9WltPojSR37
4,Janet Jackson,Again,60,https://open.spotify.com/track/0IaMMHVbpJ0LrRAeigWOXr
5,Janet Jackson,All For You,59,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
6,Janet Jackson,Scream,54,https://open.spotify.com/track/4LD5dhQ3kqpqe14sGPDtBC
7,Janet Jackson,"Any Time, Any Place",58,https://open.spotify.com/track/2yOm4lN7aTygtXanJFNFWU
8,Janet Jackson,I Get Lonely,57,https://open.spotify.com/track/5xLDmkobOw674TLTBBmnuN
9,Janet Jackson,Made For Now,55,https://open.spotify.com/track/2Ul7yRZaxGcWCzQg7m632Z
10,Janet Jackson,All For You,55,https://open.spotify.com/track/28IZUzBnFsBxyrgdsdlQPg
1,Papa Roach,Last Resort,79,https://open.spotify.com/track/5W8YXBz9MTIDyrpYaCg2Ky
2,Papa Roach,Born For Greatness,66,https://open.spotify.com/track/5cRPdqpWkaNmIbPi6wJDg2
3,Papa Roach,Help,65,https://open.spotify.com/track/6EaGMOSWL2LndwY6gClBaD
4,Papa Roach,Scars,64,https://open.spotify.com/track/1UREw2MCfU0xwBzCAjxlUD
5,Papa Roach,Between Angels And Insects,63,https://open.spotify.com/track/24z528iI9kZu5LbkLainjI
6,Papa Roach,Come Around,61,https://open.spotify.com/track/6Mf8ozEDo35UcgKgKajrBY
7,Papa Roach,Elevate,59,https://open.spotify.com/track/79TiPV8cXmsG6ssu4nWu88
8,Papa Roach,Falling Apart,60,https://open.spotify.com/track/1Ka4sX789wNftDGgjCO2h7
9,Papa Roach,Blood Brothers,60,https://open.spotify.com/track/2Ll44WxlG2eiqL6NtEnf8M
10,Papa Roach,Last Resort - The Rework,59,https://open.spotify.com/track/7poA10I15kvSUH6m44fQkS
1,Jacques Brel,Ne me quitte pas,58,https://open.spotify.com/track/6IRA4KOVbtiGiTdYoEThJN
2,Jacques Brel,Vesoul,54,https://open.spotify.com/track/2F94KDtJjCdzZYCQWBliRC
3,Jacques Brel,Quand on n'a que l'amour - Arrangements différents,53,https://open.spotify.com/track/607sF1ISzfKaWa29eF3I14
4,Jacques Brel,La chanson des vieux amants,52,https://open.spotify.com/track/2nn7R5ESQhN5MhWcrHFjLi
5,Jacques Brel,La valse à mille temps,52,https://open.spotify.com/track/0Yqvv7EV2VYgC299tA5ZaV
6,Jacques Brel,Ne me quitte pas - Ré-enregistrement 1972,48,https://open.spotify.com/track/45CkvJbPxUS5YLy8oOQTtG
7,Jacques Brel,Ces gens-là,47,https://open.spotify.com/track/5r7GTowp9XpfYLFUfRMI8X
8,Jacques Brel,Le plat pays,45,https://open.spotify.com/track/2WoGnfG9Za6ouA7tMyvzLa
9,Jacques Brel,"Amsterdam - Live, Olympia / 1964",42,https://open.spotify.com/track/6VCuc7gcyYPXxy2IzAc5cd
10,Jacques Brel,Voir un ami pleurer,21,https://open.spotify.com/track/4T9y13bziA2hWCeurNrhyO
1,Steve Hillage,Palm Trees (Love Guitar),11,https://open.spotify.com/track/1A5zYgZ3BHRNY9blZnUsfx
2,Steve Hillage,The Glorious Om Riff - 2007 Digital Remaster,21,https://open.spotify.com/track/5zzxRjBArw0mlPjbKTefrd
3,Steve Hillage,Four Ever Rainbow - 2006 Digital Remaster,19,https://open.spotify.com/track/23NYMcQaM1URdfvhHweyR9
4,Steve Hillage,Solar Musick Suite - 2006 Digital Remaster,18,https://open.spotify.com/track/49ROAGD3CFPz9w3JUFP7lM
5,Steve Hillage,Hurdy Gurdy Man - 2006 Digital Remaster,17,https://open.spotify.com/track/0GQL0b2z34UPSpxmPGDzVt
6,Steve Hillage,Garden Of Paradise - 2006 Digital Remaster,13,https://open.spotify.com/track/2LFvHkgLws1Qb6kQA1CQHi
7,Steve Hillage,The Salmon Song,10,https://open.spotify.com/track/70IYeARF3zG9gPlFkNXl84
8,Steve Hillage,Intention Craft,15,https://open.spotify.com/track/3raB5yKTTGW27RgZijnvkv
9,Steve Hillage,Sea Nature,5,https://open.spotify.com/track/6ywShxxQkr39xZCifcDRyE
10,Steve Hillage,Ether Ships,4,https://open.spotify.com/track/67aODgFG0MiY6RPhb3Y2EE
1,Styx,Renegade,66,https://open.spotify.com/track/1CQqupcyMg7176PPmIVmSj
2,Styx,Come Sail Away,65,https://open.spotify.com/track/0PsbWiVtix5FoTZ1s00mEl
3,Styx,Babe,63,https://open.spotify.com/track/5W7YROOF6bFfBexY81LFjt
4,Styx,Mr. Roboto,60,https://open.spotify.com/track/7C0rG4oWO7VeZcffyW1sK9
5,Styx,Too Much Time On My Hands,56,https://open.spotify.com/track/4hWUOIDHda9XOb1zDchftP
6,Styx,Boat On The River,52,https://open.spotify.com/track/4o9DSo7c1ICv4CtFWFSmGx
7,Styx,The Best Of Times,52,https://open.spotify.com/track/7GRUpcvSQM9HrnC2CjYPG4
8,Styx,Lady,52,https://open.spotify.com/track/1wpRglLhQ092N1rftlDMD3
9,Styx,Blue Collar Man (Long Nights),51,https://open.spotify.com/track/60F6ntlU0uSzgChmyQyVJP
10,Styx,Show Me The Way,49,https://open.spotify.com/track/2upjcGvuiTCGSaGPZZ2dtD
1,Apache Indian,Boom Shack-A-Lak,44,https://open.spotify.com/track/5rYJbmPYDaC4yJ8toRSrof
2,Apache Indian,Boom Shack-A-Lak - Edit,43,https://open.spotify.com/track/4XcXLYYfHVJYhiqv5lZIbA
3,Apache Indian,Om Namah Shivaya,33,https://open.spotify.com/track/6sIx21selkP3d0I9JUIF6w
4,Apache Indian,Raggamuffin Girl,30,https://open.spotify.com/track/2Z6OmHKisu2wRw1AxmGApB
5,Apache Indian,Run Run,30,https://open.spotify.com/track/3Hgg1fyZFaVXFbR9RTpAAU
6,Apache Indian,Boom Shack-A-Lak (2016 Redux),29,https://open.spotify.com/track/2P49ELUGTrjcga1bkWucVE
7,Apache Indian,Chok There,24,https://open.spotify.com/track/2VRP3hGzgI99NdDL8KLHz1
8,Apache Indian,Arranged Marriage,21,https://open.spotify.com/track/4RX2HLZCSJGZ0la3APIoHL
9,Apache Indian,No Problem - Love Birds / Soundtrack Version,18,https://open.spotify.com/track/3Xa2jJP62xQQqGtVzLmvHl
10,Apache Indian,Chokthere,18,https://open.spotify.com/track/67GOrSVtYYlEPRQuFWwR29
1,Sheryl Crow,All I Wanna Do,66,https://open.spotify.com/track/3ZpQiJ78LKINrW9SQTgbXd
2,Sheryl Crow,If It Makes You Happy,61,https://open.spotify.com/track/5XrfFo0JFOnWD9ZMNXGkQh
3,Sheryl Crow,Strong Enough,60,https://open.spotify.com/track/25IRjWUZ60n7KXxcB4DiX9
4,Sheryl Crow,Sweet Child O' Mine,59,https://open.spotify.com/track/0273i5ysrlovK8rr0KJfQn
5,Sheryl Crow,Soak Up The Sun,59,https://open.spotify.com/track/215JYyyUnrJ98NK3KEwu6d
6,Sheryl Crow,Real Gone,57,https://open.spotify.com/track/45dGKmN6jw7PgK6Dw2rEp2
7,Sheryl Crow,Everyday Is A Winding Road,55,https://open.spotify.com/track/0t6DAi9KEiaWOtgTTXGhD2
8,Sheryl Crow,The First Cut Is the Deepest - Acoustic Version,54,https://open.spotify.com/track/4PzPvpE63ttEbKyMDRWB6q
9,Sheryl Crow,All My Ex's Live In Texas,52,https://open.spotify.com/track/61FfiL8hYFXh5qe7tuBsar
10,Sheryl Crow,The First Cut Is The Deepest,42,https://open.spotify.com/track/0wyOnrfGOlDdWHdIybLr4n
1,Blondie,Heart Of Glass - Special Mix,70,https://open.spotify.com/track/0a4agFmqHXxcZl1nho1BxM
2,Blondie,Call Me,65,https://open.spotify.com/track/7HKxTNVlkHsfMLhigmhC0I
3,Blondie,One Way Or Another,56,https://open.spotify.com/track/59CLe8stbcx4XYBWdsfbwK
4,Blondie,Maria,56,https://open.spotify.com/track/7bOYOD0d7ByMTXvJnQVl8d
5,Blondie,Heart Of Glass - Remix,53,https://open.spotify.com/track/5Q8SPijJts3lV4fcmCrZXp
6,Blondie,The Tide Is High - Edit,53,https://open.spotify.com/track/165NAtd2DRPKNQ6EVY0VG9
7,Blondie,Atomic,45,https://open.spotify.com/track/5QIbR39hAEDIOkr4ggh4xc
8,Blondie,Heart Of Glass,55,https://open.spotify.com/track/4v2rkl1mC3zVAz0nXMx9r4
9,Blondie,Rapture,52,https://open.spotify.com/track/6F2vo4sxRNQ58VYe3pdiaL
10,Blondie,Once I Had A Love (AKA The Disco Song) - Remastered,52,https://open.spotify.com/track/0UFLbtupYWaDGMS4io94Ml
1,Schiller,In Between,48,https://open.spotify.com/track/5KMm0xpzwGkHQnTWSW8kPx
2,Schiller,Dream of You,17,https://open.spotify.com/track/6BPc5UPT50HwNJKTrQIgb4
3,Schiller,Lichtjahre,38,https://open.spotify.com/track/1bSRz3pT7rFAogPT8983n7
4,Schiller,I Feel You,23,https://open.spotify.com/track/4LUseMWfNNiutjuQnKoQ4v
5,Schiller,Harmonia,38,https://open.spotify.com/track/0TMEKI8j1eIdebGcbrk3ET
6,Schiller,Ein schöner Tag - Live,23,https://open.spotify.com/track/0a6g9uUji1iw0yEkgTKFUr
7,Schiller,Morgenstund,36,https://open.spotify.com/track/5ERLTvZaFEB842GFAjRsR4
8,Schiller,Ruhe - Live,22,https://open.spotify.com/track/6UeBOfaf5nw8u0e9bxnriE
9,Schiller,Schiller - Live,20,https://open.spotify.com/track/6klQmQg0X7zedpiRrSPcbe
10,Schiller,Baum des Lebens,33,https://open.spotify.com/track/1jyP4cqj8KKboxkYEC0Ssz
1,The Mavericks,Dance The Night Away,40,https://open.spotify.com/track/3QEKiqzMkWBEZGoM8ZNuex
2,The Mavericks,Here Comes My Baby,46,https://open.spotify.com/track/632qDKAmTqm4yXFVswIyQ7
3,The Mavericks,What A Crying Shame,45,https://open.spotify.com/track/6ceffRqL8teDpyYu41UwKm
4,The Mavericks,All You Ever Do Is Bring Me Down,42,https://open.spotify.com/track/4zE5bW9vH03RtNxkbayW4P
5,The Mavericks,Blue Moon,40,https://open.spotify.com/track/75JvmbqaE2BFD7oQon0NSb
6,The Mavericks,Foolish Heart,36,https://open.spotify.com/track/0o0QiBgJqMJjaZLSR4aJFj
7,The Mavericks,Harvest Moon - Live,40,https://open.spotify.com/track/0u1yZJ1LMPFiA44H0moThg
8,The Mavericks,There Goes My Heart,40,https://open.spotify.com/track/3CSuxcIDi05IR0hRiD2kjj
9,The Mavericks,O What A Thrill - Single Version,40,https://open.spotify.com/track/7oSoQPtcbk5fNaq8d1YrPd
10,The Mavericks,Back In Your Arms Again,34,https://open.spotify.com/track/0ET7iZoq1X0rG7A65p4Dtl
1,Method Man,Da Rockwilder,66,https://open.spotify.com/track/4anqYZt4APNlFwQixpbdZR
2,Method Man,Bring The Pain,62,https://open.spotify.com/track/3F3R4uyTMkX9jRCEVVmdz6
3,Method Man,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,58,https://open.spotify.com/track/6C3yPXYG2NJYlIYVe5J7hv
4,Method Man,The What,58,https://open.spotify.com/track/4dTtYVQzlwBMpVyQ4h3wy2
5,Method Man,How High - Remix,43,https://open.spotify.com/track/4fM3s8EijMqI2vzL7V58YF
6,Method Man,Part II,57,https://open.spotify.com/track/2n7h09QrGitVul66b2D8Re
7,Method Man,Got To Have It,55,https://open.spotify.com/track/1JkrWCnQrSZpNRxpAMXzlW
8,Method Man,Say,53,https://open.spotify.com/track/2Lj1BSSrmaFPH2aEPCKyth
9,Method Man,Cisco Kid,52,https://open.spotify.com/track/0CJ3Y3V6UQn5X7IjXDO3IO
10,Method Man,What's Happenin',52,https://open.spotify.com/track/2El2AmJcz6trXPVeXamGYC
1,The Band,The Weight - Remastered,73,https://open.spotify.com/track/0P7DoyGrr4Wp9w5TotEtUC
2,The Band,The Night They Drove Old Dixie Down - Remastered 2000,64,https://open.spotify.com/track/2x0supcZhd6NEH1nem9DnR
3,The Band,Atlantic City,63,https://open.spotify.com/track/4JwjzS9WFkWlpzGCwh82fn
4,The Band,Ophelia - Remastered 2000,62,https://open.spotify.com/track/2fx1hkMHTVdDim274rwoPa
5,The Band,Up On Cripple Creek - Remastered 2000,61,https://open.spotify.com/track/60VcYHxoyOdZyFb1EaKJdN
6,The Band,The Shape I'm In - Remastered 2000,56,https://open.spotify.com/track/4Qs8uJL6dhsJJKl2rX8a9F
7,The Band,The Last Waltz Suite: The Weight (feat. The Staples),52,https://open.spotify.com/track/3TKOJWYOMrp98OB19y1A0n
8,The Band,I Shall Be Released - Remastered,52,https://open.spotify.com/track/1IoRkyadylakMOukD7uN67
9,The Band,Acadian Driftwood - Remastered 2000,49,https://open.spotify.com/track/6sJlkqZqUOLXjWKJrDgRmd
10,The Band,When I Paint My Masterpiece - Remastered 2000,46,https://open.spotify.com/track/4ZFNuJ9eD41EuqITQBYPWG
1,Steve Hackett,The Court of the Crimson King,41,https://open.spotify.com/track/3fmBFzP5khfnH8cyU6BAgl
2,Steve Hackett,Spectral Mornings - Remastered 2005,37,https://open.spotify.com/track/45c7mjTXPfjuaB1QoZfRbx
3,Steve Hackett,Ace Of Wands - Remastered 2005,37,https://open.spotify.com/track/0Ll5xn9cgYYWYppP9bcnmK
4,Steve Hackett,Carpet Crawlers,36,https://open.spotify.com/track/4h9e9DYRjI86jKObquHTw0
5,Steve Hackett,I Talk to the Wind,34,https://open.spotify.com/track/3Q69IS4SzCvFCWkPd7o7Ny
6,Steve Hackett,Hands Of The Priestess - Pt. I / Remastered 2005,32,https://open.spotify.com/track/2ZMy5YxrsXrTRSCxBDrSM3
7,Steve Hackett,Shadow Of The Hierophant - 2005 Digital Remaster,31,https://open.spotify.com/track/0lDHIDvwldrBLw0eOzo1Yh
8,Steve Hackett,Behind the Smoke,30,https://open.spotify.com/track/0n1iqfr03bnUah9uaUERkv
9,Steve Hackett,Star Of Sirius - Remastered 2005,30,https://open.spotify.com/track/31ZqZp7YFf6DDREIukjukQ
10,Steve Hackett,A Tower Struck Down - Remastered 2005,29,https://open.spotify.com/track/78QNvYqtXqXogWf9Axe0YV
1,Magazine,Shot By Both Sides,32,https://open.spotify.com/track/2BJOx9ok4uevr0F5D0Ego1
2,Magazine,Because You're Frightened - Remastered 2007,38,https://open.spotify.com/track/7I2F04fUq0DAetR5BMcQYc
3,Magazine,A Song From Under The Floorboards - Remastered 2007,38,https://open.spotify.com/track/2vMdVp2b2lg1olrNttrGg8
4,Magazine,Sou Boy,33,https://open.spotify.com/track/08BIADeJW04Rqh3L29UsPs
5,Magazine,The Light Pours Out of Me,30,https://open.spotify.com/track/7CH2hj8SyBbG9EZwCKSZaS
6,Magazine,The Light Pours Out Of Me,24,https://open.spotify.com/track/5lPk7swDTba1vu0b0SjjTh
7,Magazine,Definitive Gaze,24,https://open.spotify.com/track/2zZOkXKHKyU24OHYXkgoNk
8,Magazine,Burst - Remastered 2007,25,https://open.spotify.com/track/0A39JjUf9DmIBTNWgSekxC
9,Magazine,A Song From Under The Floorboards,24,https://open.spotify.com/track/3y6I3mmoWq8YQeN6NGFfon
10,Magazine,My Tulpa - Remastered 2007,22,https://open.spotify.com/track/5gUKP7y8zFxzId27tifnFb
1,The Allman Brothers Band,Ramblin' Man,71,https://open.spotify.com/track/5cfYurP1XKldMBtvBBJiTs
2,The Allman Brothers Band,Midnight Rider,70,https://open.spotify.com/track/1hHGUdFaiJHw9hVZGJWYO2
3,The Allman Brothers Band,Jessica,63,https://open.spotify.com/track/2tVQhBSJ1SQtb4gX0taaiR
4,The Allman Brothers Band,Blue Sky,62,https://open.spotify.com/track/6iX1QW1gGIVNEItnqyvFfH
5,The Allman Brothers Band,Melissa,61,https://open.spotify.com/track/30St98Bok3jJmXdkkHVPQe
6,The Allman Brothers Band,Soulshine,59,https://open.spotify.com/track/7a014uMHF3nlqzXCxV551C
7,The Allman Brothers Band,Whipping Post,59,https://open.spotify.com/track/701oRFDRzsz3WdhCFOtUJj
8,The Allman Brothers Band,Ain't Wastin' Time No More,57,https://open.spotify.com/track/4euYSSvpQZSAQ4gThyL2QD
9,The Allman Brothers Band,Will The Circle Be Unbroken - Live,53,https://open.spotify.com/track/6qsIvR5nOciPp7ci0M3NNj
10,The Allman Brothers Band,"One Way Out - Live At The Final Fillmore East Concert, 1971",52,https://open.spotify.com/track/3q7em8kVHiHpZbKQuVYwFQ
1,Charlie Parker,Summertime,55,https://open.spotify.com/track/6cU4urQRUieTBH08yKHAqj
2,Charlie Parker,All The Things You Are,38,https://open.spotify.com/track/6SdnOecNGBzDgAvNVjJ59w
3,Charlie Parker,Ornithology,45,https://open.spotify.com/track/6A1mh31895sUIYEpOfeqC3
4,Charlie Parker,Scrapple From The Apple,45,https://open.spotify.com/track/7flQESHoCoDzirWF4IkKGq
5,Charlie Parker,Just Friends,42,https://open.spotify.com/track/4szMJBXAahLQ3yhLZhKOUE
6,Charlie Parker,Donna Lee,42,https://open.spotify.com/track/7M8iXcl69hHLrsNBinz8C5
7,Charlie Parker,Leap Frog - Take 11 / Take 6 / Master Take,41,https://open.spotify.com/track/7xZLIErdMaUV0GmtsRclS5
8,Charlie Parker,Billie's Bounce - Original,41,https://open.spotify.com/track/35hrtW3WmLUVn32cOjFa6f
9,Charlie Parker,Confirmation,40,https://open.spotify.com/track/52A1qOSmKiQRM5GPmhKoTl
10,Charlie Parker,An Oscar For Treadwell - Incomplete 411-1,40,https://open.spotify.com/track/4KP5a2ykBXcP0q9QDOthqJ
1,John Lennon,Imagine - 2010 Mix,78,https://open.spotify.com/track/7pKfPomDEeI4TPT6EOYjn9
2,John Lennon,Woman,71,https://open.spotify.com/track/0GGxVTb0UwDwdaKNjBdCn3
3,John Lennon,Jealous Guy - Remastered 2010,67,https://open.spotify.com/track/3D9iV6cYkYJRAPFO6DRKIE
4,John Lennon,Stand By Me - Remastered,65,https://open.spotify.com/track/3ntrdR24dLkKrzSGRv1FlH
5,John Lennon,Watching The Wheels,63,https://open.spotify.com/track/4NjyI3qjCRv3XZXgcISc8E
6,John Lennon,Imagine - Ultimate Mix,60,https://open.spotify.com/track/0v1Sz1MDcjfEPlZuflLkf1
7,John Lennon,Mind Games - Remastered 2010,59,https://open.spotify.com/track/3QmUhaY5KZiOuaUH8H71LG
8,John Lennon,Happy Xmas (War Is Over) - Remastered,59,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
9,John Lennon,Hold On - Remastered 2010,58,https://open.spotify.com/track/4bN43jYf41eIjJZ3UXQpuA
10,John Lennon,Working Class Hero - Remastered 2010 / Lennon Legend Version,58,https://open.spotify.com/track/1yKQBy7olMIqRpziyAzf8c
1,Little Richard,Tutti Frutti,58,https://open.spotify.com/track/2iXcvnD3d1gfLBum0cE5Eg
2,Little Richard,Long Tall Sally (The Thing),57,https://open.spotify.com/track/507IFqPuG8mBQoKebfGG9t
3,Little Richard,"Good Golly, Miss Molly",51,https://open.spotify.com/track/3otRbR9blMGHjTSxCTIabQ
4,Little Richard,Lucille,45,https://open.spotify.com/track/2IAETuOq7fkw06TBjRMeY7
5,Little Richard,Rip It Up,46,https://open.spotify.com/track/5tHFPtV7dT01fxDe2AhKjD
6,Little Richard,Keep A Knockin',38,https://open.spotify.com/track/7yyaQSGQ5AcyhaJOXKEDIS
7,Little Richard,Get Down with It,30,https://open.spotify.com/track/2Dnsu9fl9UurKA3uHvgEjy
8,Little Richard,The Girl Can’t Help It,41,https://open.spotify.com/track/7cTyhsiWD9dSWrxkyIwxZu
9,Little Richard,Ready Teddy,38,https://open.spotify.com/track/5wbZ3sbWf4PppzZiRxkxou
10,Little Richard,Slippin’ And Slidin’ (Peepin’ And Hidin’),37,https://open.spotify.com/track/5rMbcP1NsPtnpK3t9IIvNB
